city,timestamp,temperature,season
New York,2010-03-27,11.367326503465524,spring
New York,2010-03-28,12.356602190181752,spring
New York,2010-03-29,2.8226403472610673,spring
New York,2010-03-30,9.819480733465356,spring
New York,2010-03-31,8.011084848594296,spring
New York,2010-04-01,8.40302213724316,spring
New York,2010-04-02,6.0733522522860115,spring
New York,2010-04-03,15.978504123602463,spring
New York,2010-04-04,2.633453569177081,spring
New York,2010-04-05,5.199205857058323,spring
New York,2010-04-06,6.308717170672126,spring
New York,2010-04-07,13.916494777073138,spring
New York,2010-04-08,-0.5132182800190366,spring
New York,2010-04-09,7.480870522355202,spring
New York,2010-04-10,9.859567683781917,spring
New York,2010-04-11,4.777666083393292,spring
New York,2010-04-12,16.9908815282376,spring
New York,2010-04-13,7.632198137696789,spring
New York,2010-04-14,7.879359884384584,spring
New York,2010-04-15,12.12082564347814,spring
New York,2010-04-16,6.203410760629295,spring
New York,2010-04-17,13.775107207334885,spring
New York,2010-04-18,14.444096650876217,spring
New York,2010-04-19,7.2253801004012885,spring
New York,2010-04-20,9.439578209663617,spring
New York,2010-04-21,12.508300502562284,spring
New York,2010-04-22,3.9616698142559494,spring
New York,2010-04-23,9.983922969136001,spring
New York,2010-04-24,8.969947682632865,spring
New York,2010-04-25,12.147563296622206,spring
New York,2010-04-26,14.726463268331727,spring
New York,2010-04-27,3.733257980494625,spring
New York,2010-04-28,10.740553304670213,spring
New York,2010-04-29,11.116410291265233,spring
New York,2010-04-30,2.618205896237612,spring
New York,2010-05-01,16.138386296881762,spring
New York,2010-05-02,2.5071600084389667,spring
New York,2010-05-03,3.474903663305826,spring
New York,2010-05-04,13.884199530517966,spring
New York,2010-05-05,0.3813418552939307,spring
New York,2010-05-06,4.23802894848583,spring
New York,2010-05-07,13.53126752682382,spring
New York,2010-05-08,5.2991404447205435,spring
New York,2010-05-09,6.696647697734742,spring
New York,2010-05-10,5.632864901259861,spring
New York,2010-05-11,15.374350376294748,spring
New York,2010-05-12,6.0473862730714565,spring
New York,2010-05-13,4.320987378637691,spring
New York,2010-05-14,15.541102362682613,spring
New York,2010-05-15,5.2963747726742305,spring
New York,2010-05-16,11.908895350038238,spring
New York,2010-05-17,13.800831668207143,spring
New York,2010-05-18,18.19906971555802,spring
New York,2010-05-19,8.224493253724402,spring
New York,2010-05-20,12.099190117504808,spring
New York,2010-05-21,7.78836890087466,spring
New York,2010-05-22,14.136863585789124,spring
New York,2010-05-23,13.621570278719926,spring
New York,2010-05-24,7.999730643894374,spring
New York,2010-05-25,9.30364037382978,spring
New York,2010-05-26,9.244636800185189,spring
New York,2010-05-27,14.825975471684945,spring
New York,2010-05-28,17.666089847215733,spring
New York,2010-05-29,14.539451012299532,spring
New York,2010-05-30,16.112065494369624,spring
New York,2010-05-31,17.85998265620629,spring
New York,2010-06-01,23.70251729953643,summer
New York,2010-06-02,23.826675261406894,summer
New York,2010-06-03,28.332546854560388,summer
New York,2010-06-04,19.575884614501035,summer
New York,2010-06-05,34.467080309490576,summer
New York,2010-06-06,21.745651863568057,summer
New York,2010-06-07,31.27258866557436,summer
New York,2010-06-08,18.271144689251532,summer
New York,2010-06-09,25.574456594830718,summer
New York,2010-06-10,24.96416841012717,summer
New York,2010-06-11,12.81266344243003,summer
New York,2010-06-12,24.018340435377276,summer
New York,2010-06-13,19.084028988755154,summer
New York,2010-06-14,20.142993550473953,summer
New York,2010-06-15,32.06595662784778,summer
New York,2010-06-16,29.192065786640093,summer
New York,2010-06-17,26.154215389676086,summer
New York,2010-06-18,16.609300906772162,summer
New York,2010-06-19,25.393882700387774,summer
New York,2010-06-20,29.618803857637158,summer
New York,2010-06-21,28.357295040631257,summer
New York,2010-06-22,31.928850188330006,summer
New York,2010-06-23,28.676335339509215,summer
New York,2010-06-24,15.529689594166438,summer
New York,2010-06-25,19.215242820064496,summer
New York,2010-06-26,26.634400568326907,summer
New York,2010-06-27,24.8590923114378,summer
New York,2010-06-28,21.703562608010117,summer
New York,2010-06-29,30.507296996510508,summer
New York,2010-06-30,28.437577882768085,summer
New York,2010-07-01,19.617402581430348,summer
New York,2010-07-02,23.043904368587576,summer
New York,2010-07-03,19.9673813697723,summer
New York,2010-07-04,19.808915717110306,summer
New York,2010-07-05,15.32677474043157,summer
New York,2010-07-06,19.625411228628476,summer
New York,2010-07-07,25.534765923843253,summer
New York,2010-07-08,20.867412168728077,summer
New York,2010-07-09,23.943151375058207,summer
New York,2010-07-10,11.430265608411014,summer
New York,2010-07-11,21.36868177597419,summer
New York,2010-07-12,16.772075143702693,summer
New York,2010-07-13,25.57151949835031,summer
New York,2010-07-14,22.010505832066396,summer
New York,2010-07-15,34.670618204532495,summer
New York,2010-07-16,24.614546741017545,summer
New York,2010-07-17,26.988333553192884,summer
New York,2010-07-18,31.912932707568714,summer
New York,2010-07-19,25.68474554672925,summer
New York,2010-07-20,29.613020040697155,summer
New York,2010-07-21,20.783650360449386,summer
New York,2010-07-22,21.39856321274688,summer
New York,2010-07-23,25.828616723156333,summer
New York,2010-07-24,33.53459589150127,summer
New York,2010-07-25,22.145212176357667,summer
New York,2010-07-26,25.770903343646115,summer
New York,2010-07-27,27.080940521832442,summer
New York,2010-07-28,20.365217331778876,summer
New York,2010-07-29,25.070262294259294,summer
New York,2010-07-30,25.091734813249754,summer
New York,2010-07-31,32.22743938344204,summer
New York,2010-08-01,34.54432973885995,summer
New York,2010-08-02,17.638952479506003,summer
New York,2010-08-03,22.627148733813563,summer
New York,2010-08-04,29.29628242350031,summer
New York,2010-08-05,22.056914534796018,summer
New York,2010-08-06,19.77836318066976,summer
New York,2010-08-07,20.177195473527654,summer
New York,2010-08-08,20.916591804965577,summer
New York,2010-08-09,29.014806754670527,summer
New York,2010-08-10,26.528027340373374,summer
New York,2010-08-11,27.196777081564452,summer
New York,2010-08-12,21.18567011122723,summer
New York,2010-08-13,22.85934340144925,summer
New York,2010-08-14,22.44339901230391,summer
New York,2010-08-15,30.89295948930009,summer
New York,2010-08-16,5.384826115112369,summer
New York,2010-08-17,25.335855653977262,summer
New York,2010-08-18,34.56942340343291,summer
New York,2010-08-19,18.58104203308811,summer
New York,2010-08-20,24.583860130473003,summer
New York,2010-08-21,19.723272738023727,summer
New York,2010-08-22,25.668548753031615,summer
New York,2010-08-23,28.598632588172407,summer
New York,2010-08-24,32.52067912526894,summer
New York,2010-08-25,20.977915656936315,summer
New York,2010-08-26,25.803154507866736,summer
New York,2010-08-27,29.563575199219546,summer
New York,2010-08-28,25.785356884664164,summer
New York,2010-08-29,25.725779160717686,summer
New York,2010-08-30,31.444746304868133,summer
New York,2010-08-31,25.929237288793257,summer
New York,2010-09-01,14.254400120845665,autumn
New York,2010-09-02,9.71297127164764,autumn
New York,2010-09-03,10.11978742586766,autumn
New York,2010-09-04,14.425450096157142,autumn
New York,2010-09-05,19.475122913019536,autumn
New York,2010-09-06,10.41154168048617,autumn
New York,2010-09-07,15.64044389228279,autumn
New York,2010-09-08,18.732999394802295,autumn
New York,2010-09-09,16.223852971907952,autumn
New York,2010-09-10,16.051896205586416,autumn
New York,2010-09-11,16.32948461883238,autumn
New York,2010-09-12,10.948098178215572,autumn
New York,2010-09-13,7.349398373509893,autumn
New York,2010-09-14,6.605417915475689,autumn
New York,2010-09-15,19.868118672249654,autumn
New York,2010-09-16,14.50292012791706,autumn
New York,2010-09-17,17.574270184934456,autumn
New York,2010-09-18,11.229462224452146,autumn
New York,2010-09-19,18.06640993338184,autumn
New York,2010-09-20,17.40698043550634,autumn
New York,2010-09-21,14.732567720979114,autumn
New York,2010-09-22,22.029402600957905,autumn
New York,2010-09-23,19.481816193679517,autumn
New York,2010-09-24,20.254448620102647,autumn
New York,2010-09-25,17.406840018356945,autumn
New York,2010-09-26,16.695358522266513,autumn
New York,2010-09-27,22.68574575049545,autumn
New York,2010-09-28,13.851380132595517,autumn
New York,2010-09-29,17.282816449843512,autumn
New York,2010-09-30,4.468673668557224,autumn
New York,2010-10-01,23.27616686207735,autumn
New York,2010-10-02,13.84486837072281,autumn
New York,2010-10-03,22.466984938900236,autumn
New York,2010-10-04,20.91579785370449,autumn
New York,2010-10-05,18.384356418558824,autumn
New York,2010-10-06,10.534099271819127,autumn
New York,2010-10-07,8.66251274767205,autumn
New York,2010-10-08,6.221056811845898,autumn
New York,2010-10-09,10.657522238601732,autumn
New York,2010-10-10,13.200935139872675,autumn
New York,2010-10-11,8.730166006961143,autumn
New York,2010-10-12,7.726642070207626,autumn
New York,2010-10-13,15.011010000061757,autumn
New York,2010-10-14,18.36838503892068,autumn
New York,2010-10-15,11.198770927967626,autumn
New York,2010-10-16,15.970032726960953,autumn
New York,2010-10-17,25.45202431696443,autumn
New York,2010-10-18,10.073489916423242,autumn
New York,2010-10-19,9.810008675279526,autumn
New York,2010-10-20,13.913652605793585,autumn
New York,2010-10-21,4.4440641183438405,autumn
New York,2010-10-22,16.325214379460007,autumn
New York,2010-10-23,18.7139876213475,autumn
New York,2010-10-24,24.736920948933616,autumn
New York,2010-10-25,14.064780269000709,autumn
New York,2010-10-26,6.54551044859239,autumn
New York,2010-10-27,15.316681586710088,autumn
New York,2010-10-28,24.68581176634214,autumn
New York,2010-10-29,16.945163047912168,autumn
New York,2010-10-30,6.4840369796789235,autumn
New York,2010-10-31,17.092465187523093,autumn
New York,2010-11-01,23.103283372886875,autumn
New York,2010-11-02,13.225756955113884,autumn
New York,2010-11-03,18.24168874385336,autumn
New York,2010-11-04,27.557930151879624,autumn
New York,2010-11-05,8.68248793254186,autumn
New York,2010-11-06,13.348496179268269,autumn
New York,2010-11-07,13.875708185889927,autumn
New York,2010-11-08,18.871503222149293,autumn
New York,2010-11-09,16.18223062614579,autumn
New York,2010-11-10,4.419977775607946,autumn
New York,2010-11-11,15.903838524183351,autumn
New York,2010-11-12,22.70774665789514,autumn
New York,2010-11-13,8.81181318861834,autumn
New York,2010-11-14,16.13448994575357,autumn
New York,2010-11-15,6.469156160982818,autumn
New York,2010-11-16,10.79090856962858,autumn
New York,2010-11-17,21.12132072913635,autumn
New York,2010-11-18,15.609590898332733,autumn
New York,2010-11-19,20.49808556374983,autumn
New York,2010-11-20,16.761212637241083,autumn
New York,2010-11-21,9.68293616308499,autumn
New York,2010-11-22,10.164533413752393,autumn
New York,2010-11-23,15.556288229341643,autumn
New York,2010-11-24,13.685879881524494,autumn
New York,2010-11-25,19.360166508582335,autumn
New York,2010-11-26,15.405607389528804,autumn
New York,2010-11-27,14.065023968572868,autumn
New York,2010-11-28,15.839641915377845,autumn
New York,2010-11-29,16.067790493415583,autumn
New York,2010-11-30,19.506590376947198,autumn
New York,2010-12-01,0.6326978494733054,winter
New York,2010-12-02,1.3354453350919293,winter
New York,2010-12-03,-4.148770429035924,winter
New York,2010-12-04,8.6624518397787,winter
New York,2010-12-05,7.126788915205729,winter
New York,2010-12-06,-3.54558542122576,winter
New York,2010-12-07,2.7019706441050677,winter
New York,2010-12-08,-6.5574991846796795,winter
New York,2010-12-09,-5.04730777444104,winter
New York,2010-12-10,-2.2260620471956374,winter
New York,2010-12-11,-0.11876900284402707,winter
New York,2010-12-12,10.620180895609291,winter
New York,2010-12-13,9.935431404630414,winter
New York,2010-12-14,4.357053478383411,winter
New York,2010-12-15,2.354777582512226,winter
New York,2010-12-16,7.124514112236929,winter
New York,2010-12-17,7.357839473260634,winter
New York,2010-12-18,-4.710971509658025,winter
New York,2010-12-19,-2.5378851452280404,winter
New York,2010-12-20,-1.8821100027850273,winter
New York,2010-12-21,3.819546327366252,winter
New York,2010-12-22,0.961707376279056,winter
New York,2010-12-23,1.5125075251385707,winter
New York,2010-12-24,-3.814309855689712,winter
New York,2010-12-25,1.932982708560949,winter
New York,2010-12-26,-5.155182268311437,winter
New York,2010-12-27,7.8897396006897935,winter
New York,2010-12-28,7.322104798010508,winter
New York,2010-12-29,0.4495993136288296,winter
New York,2010-12-30,-1.0571662195614897,winter
New York,2010-12-31,-2.7828405942963736,winter
New York,2011-01-01,-1.5375252193894924,winter
New York,2011-01-02,-11.148825781719527,winter
New York,2011-01-03,-0.369019323106961,winter
New York,2011-01-04,-3.2472047690675785,winter
New York,2011-01-05,-1.8444955206483007,winter
New York,2011-01-06,-1.7701305508003637,winter
New York,2011-01-07,-5.915232385054382,winter
New York,2011-01-08,0.44932253044194354,winter
New York,2011-01-09,0.5509933123466857,winter
New York,2011-01-10,-1.1390045740175467,winter
New York,2011-01-11,-4.648937666939098,winter
New York,2011-01-12,4.207980298860447,winter
New York,2011-01-13,-2.8512505019300165,winter
New York,2011-01-14,-4.419256302533861,winter
New York,2011-01-15,-1.7532025577262962,winter
New York,2011-01-16,-1.1007544622373633,winter
New York,2011-01-17,-0.5147302542425256,winter
New York,2011-01-18,-1.4084803240712953,winter
New York,2011-01-19,4.6856721040234675,winter
New York,2011-01-20,1.5287724879615017,winter
New York,2011-01-21,-10.389995725208326,winter
New York,2011-01-22,-0.8865814582226373,winter
New York,2011-01-23,3.3276255411042133,winter
New York,2011-01-24,2.7169649155439424,winter
New York,2011-01-25,-0.33839015024076263,winter
New York,2011-01-26,-2.2880783776453875,winter
New York,2011-01-27,-5.279406517212463,winter
New York,2011-01-28,-9.438956833306225,winter
New York,2011-01-29,4.414822406015486,winter
New York,2011-01-30,-1.0176943624505403,winter
New York,2011-01-31,-0.6753510254050626,winter
New York,2011-02-01,6.272428784356001,winter
New York,2011-02-02,-4.203057558336994,winter
New York,2011-02-03,-8.45922299861219,winter
New York,2011-02-04,-3.524216001191158,winter
New York,2011-02-05,-4.27111065728038,winter
New York,2011-02-06,1.0883663620310913,winter
New York,2011-02-07,-3.545083652894169,winter
New York,2011-02-08,-1.8563305260277727,winter
New York,2011-02-09,0.4514090049828966,winter
New York,2011-02-10,1.5432585358456394,winter
New York,2011-02-11,2.1349124144449387,winter
New York,2011-02-12,6.444453176295299,winter
New York,2011-02-13,-3.48279677517632,winter
New York,2011-02-14,8.234002176936702,winter
New York,2011-02-15,8.841185062572508,winter
New York,2011-02-16,-6.936345486186384,winter
New York,2011-02-17,3.184167613681035,winter
New York,2011-02-18,0.44476678394666175,winter
New York,2011-02-19,6.211728201161144,winter
New York,2011-02-20,-2.998746809429474,winter
New York,2011-02-21,-6.806670283713494,winter
New York,2011-02-22,-0.006903116621268348,winter
New York,2011-02-23,-5.018652504913504,winter
New York,2011-02-24,-1.2840532523721095,winter
New York,2011-02-25,1.8467889790377687,winter
New York,2011-02-26,-3.0183418262780055,winter
New York,2011-02-27,5.925396505670374,winter
New York,2011-02-28,-5.6324609365792,winter
New York,2011-03-01,14.11803239487497,spring
New York,2011-03-02,10.163296827153165,spring
New York,2011-03-03,4.571877006097436,spring
New York,2011-03-04,15.570120586259508,spring
New York,2011-03-05,14.683811896654356,spring
New York,2011-03-06,10.073979900009862,spring
New York,2011-03-07,13.652016818326597,spring
New York,2011-03-08,10.9788590218256,spring
New York,2011-03-09,10.23593271696477,spring
New York,2011-03-10,14.812374836146532,spring
New York,2011-03-11,5.935052287596437,spring
New York,2011-03-12,4.342675246835196,spring
New York,2011-03-13,-0.3860801125109159,spring
New York,2011-03-14,15.349188571607515,spring
New York,2011-03-15,7.037376555156952,spring
New York,2011-03-16,13.111225647019408,spring
New York,2011-03-17,6.0519677616970045,spring
New York,2011-03-18,7.407540444578268,spring
New York,2011-03-19,5.340480529412408,spring
New York,2011-03-20,10.655588291637835,spring
New York,2011-03-21,7.16981822042602,spring
New York,2011-03-22,4.345101733731548,spring
New York,2011-03-23,15.336996770249486,spring
New York,2011-03-24,7.481537385205679,spring
New York,2011-03-25,11.53678148498437,spring
New York,2011-03-26,6.631474878271818,spring
New York,2011-03-27,10.453218130376689,spring
New York,2011-03-28,12.011668478639011,spring
New York,2011-03-29,14.635872864723515,spring
New York,2011-03-30,7.760542793759228,spring
New York,2011-03-31,17.22057285290101,spring
New York,2011-04-01,5.253731945465856,spring
New York,2011-04-02,3.761012366187517,spring
New York,2011-04-03,10.268200810454257,spring
New York,2011-04-04,0.1267716205708691,spring
New York,2011-04-05,5.604759879703345,spring
New York,2011-04-06,1.8249060514911686,spring
New York,2011-04-07,16.356882331423787,spring
New York,2011-04-08,4.967139125325609,spring
New York,2011-04-09,9.157137745142654,spring
New York,2011-04-10,8.240748550265545,spring
New York,2011-04-11,7.9968207231876285,spring
New York,2011-04-12,7.325908367781861,spring
New York,2011-04-13,9.390342848885195,spring
New York,2011-04-14,18.286351255483897,spring
New York,2011-04-15,10.81725752242436,spring
New York,2011-04-16,2.0696394545470334,spring
New York,2011-04-17,5.908915634962877,spring
New York,2011-04-18,12.664155104055826,spring
New York,2011-04-19,14.12002040133815,spring
New York,2011-04-20,11.623587789485844,spring
New York,2011-04-21,4.341852324636616,spring
New York,2011-04-22,10.007643804159853,spring
New York,2011-04-23,9.718792510497348,spring
New York,2011-04-24,6.626553288372551,spring
New York,2011-04-25,9.80541866823737,spring
New York,2011-04-26,14.106930714524749,spring
New York,2011-04-27,2.383038176527714,spring
New York,2011-04-28,6.616776593863623,spring
New York,2011-04-29,15.627741769429258,spring
New York,2011-04-30,15.093384000439858,spring
New York,2011-05-01,11.857524856844098,spring
New York,2011-05-02,12.312329623666399,spring
New York,2011-05-03,20.603367508630313,spring
New York,2011-05-04,7.823000929761913,spring
New York,2011-05-05,10.59985012761019,spring
New York,2011-05-06,11.338561974801742,spring
New York,2011-05-07,-7.736882013309354,spring
New York,2011-05-08,5.0878035125187555,spring
New York,2011-05-09,6.403959798120392,spring
New York,2011-05-10,3.2403977616254585,spring
New York,2011-05-11,9.586268214945132,spring
New York,2011-05-12,14.945376412334033,spring
New York,2011-05-13,0.062373544660744296,spring
New York,2011-05-14,19.215697236946895,spring
New York,2011-05-15,6.550405833255157,spring
New York,2011-05-16,11.032377735949071,spring
New York,2011-05-17,13.205476391210446,spring
New York,2011-05-18,11.873982700722626,spring
New York,2011-05-19,4.625199066029526,spring
New York,2011-05-20,11.214918633333216,spring
New York,2011-05-21,23.23387260074042,spring
New York,2011-05-22,10.698860762477006,spring
New York,2011-05-23,10.07874367090289,spring
New York,2011-05-24,11.813857260646614,spring
New York,2011-05-25,8.520364239356084,spring
New York,2011-05-26,15.022633180770313,spring
New York,2011-05-27,8.133682077314393,spring
New York,2011-05-28,15.134416476044676,spring
New York,2011-05-29,9.644300177277966,spring
New York,2011-05-30,7.715138149690029,spring
New York,2011-05-31,4.159736712828036,spring
New York,2011-06-01,22.953443784665698,summer
New York,2011-06-02,23.17257720221913,summer
New York,2011-06-03,28.336009188318457,summer
New York,2011-06-04,29.12717983827645,summer
New York,2011-06-05,22.061415343933316,summer
New York,2011-06-06,20.0827126189896,summer
New York,2011-06-07,25.00827398953681,summer
New York,2011-06-08,22.641940881686242,summer
New York,2011-06-09,34.22268702889182,summer
New York,2011-06-10,18.657030574025868,summer
New York,2011-06-11,28.790492169430923,summer
New York,2011-06-12,22.20859889308579,summer
New York,2011-06-13,17.634386606148784,summer
New York,2011-06-14,35.208912042878346,summer
New York,2011-06-15,24.778256595183713,summer
New York,2011-06-16,20.869214585301897,summer
New York,2011-06-17,29.95320448742883,summer
New York,2011-06-18,26.453876140447385,summer
New York,2011-06-19,20.595667839568723,summer
New York,2011-06-20,22.820893631550852,summer
New York,2011-06-21,25.852583638913092,summer
New York,2011-06-22,22.489435619518847,summer
New York,2011-06-23,21.580436139262318,summer
New York,2011-06-24,37.97633145958762,summer
New York,2011-06-25,33.63265364117447,summer
New York,2011-06-26,20.086910862979387,summer
New York,2011-06-27,34.25411992623834,summer
New York,2011-06-28,30.583358000759368,summer
New York,2011-06-29,26.487511204120995,summer
New York,2011-06-30,37.02140742368453,summer
New York,2011-07-01,33.32090408359793,summer
New York,2011-07-02,23.15815640719711,summer
New York,2011-07-03,21.975783933781486,summer
New York,2011-07-04,21.80050789182708,summer
New York,2011-07-05,22.09580150945956,summer
New York,2011-07-06,28.750080946605376,summer
New York,2011-07-07,31.421787280161226,summer
New York,2011-07-08,22.815498963181934,summer
New York,2011-07-09,24.120561932709712,summer
New York,2011-07-10,26.7756399070839,summer
New York,2011-07-11,21.54523656971285,summer
New York,2011-07-12,16.3749538653112,summer
New York,2011-07-13,19.848949541453557,summer
New York,2011-07-14,21.089047794772945,summer
New York,2011-07-15,28.312453135386843,summer
New York,2011-07-16,22.050923166972993,summer
New York,2011-07-17,16.673436710564324,summer
New York,2011-07-18,21.861763523546706,summer
New York,2011-07-19,22.43558601759466,summer
New York,2011-07-20,25.491700825737183,summer
New York,2011-07-21,39.49479612561326,summer
New York,2011-07-22,22.570931766951958,summer
New York,2011-07-23,20.300412742703443,summer
New York,2011-07-24,27.158713853662995,summer
New York,2011-07-25,15.799495011126737,summer
New York,2011-07-26,19.568896574483905,summer
New York,2011-07-27,24.375642699870898,summer
New York,2011-07-28,21.4823463381053,summer
New York,2011-07-29,30.4731372289785,summer
New York,2011-07-30,24.220909357422016,summer
New York,2011-07-31,22.191481108199035,summer
New York,2011-08-01,29.04664747324027,summer
New York,2011-08-02,24.02567392990528,summer
New York,2011-08-03,32.70835630917884,summer
New York,2011-08-04,24.04714938325166,summer
New York,2011-08-05,25.60777490152096,summer
New York,2011-08-06,28.600426500571935,summer
New York,2011-08-07,19.2540835102978,summer
New York,2011-08-08,18.51896096945112,summer
New York,2011-08-09,22.165172030041834,summer
New York,2011-08-10,28.567370308217367,summer
New York,2011-08-11,32.450884838963475,summer
New York,2011-08-12,30.217334634396934,summer
New York,2011-08-13,26.67312345563265,summer
New York,2011-08-14,16.752650619489536,summer
New York,2011-08-15,21.264621291824245,summer
New York,2011-08-16,27.13969390574717,summer
New York,2011-08-17,27.452283548014368,summer
New York,2011-08-18,17.283034098924762,summer
New York,2011-08-19,23.98594031130577,summer
New York,2011-08-20,25.19990243567641,summer
New York,2011-08-21,34.0149304346063,summer
New York,2011-08-22,29.611281651821827,summer
New York,2011-08-23,23.788319680511634,summer
New York,2011-08-24,16.482053303735487,summer
New York,2011-08-25,25.141262179114456,summer
New York,2011-08-26,30.704378514171204,summer
New York,2011-08-27,28.924813278356993,summer
New York,2011-08-28,24.758098859512327,summer
New York,2011-08-29,25.750270057212163,summer
New York,2011-08-30,26.76393077351309,summer
New York,2011-08-31,28.136411522187558,summer
New York,2011-09-01,17.671175242466852,autumn
New York,2011-09-02,-4.057524147571055,autumn
New York,2011-09-03,17.70646332281147,autumn
New York,2011-09-04,3.9948121107770196,autumn
New York,2011-09-05,15.291541811767441,autumn
New York,2011-09-06,13.978696098451241,autumn
New York,2011-09-07,16.107217431233014,autumn
New York,2011-09-08,18.736612434852525,autumn
New York,2011-09-09,3.651022191354869,autumn
New York,2011-09-10,17.077901492805697,autumn
New York,2011-09-11,18.174907377704418,autumn
New York,2011-09-12,10.980688241972256,autumn
New York,2011-09-13,21.211118137153655,autumn
New York,2011-09-14,12.223315044742993,autumn
New York,2011-09-15,14.374452213767192,autumn
New York,2011-09-16,9.654338389357983,autumn
New York,2011-09-17,22.000901337608223,autumn
New York,2011-09-18,9.893539570263547,autumn
New York,2011-09-19,10.750824860957952,autumn
New York,2011-09-20,16.35598647477676,autumn
New York,2011-09-21,15.941225876159693,autumn
New York,2011-09-22,17.370954578871324,autumn
New York,2011-09-23,18.01593837094125,autumn
New York,2011-09-24,17.1038433191145,autumn
New York,2011-09-25,21.54082932028225,autumn
New York,2011-09-26,23.567190680207855,autumn
New York,2011-09-27,13.489601092875919,autumn
New York,2011-09-28,8.878020577665877,autumn
New York,2011-09-29,17.711205898356795,autumn
New York,2011-09-30,18.16479415298816,autumn
New York,2011-10-01,6.397871410280067,autumn
New York,2011-10-02,18.00145444824721,autumn
New York,2011-10-03,25.700376969414627,autumn
New York,2011-10-04,11.393542060503117,autumn
New York,2011-10-05,9.254004122737584,autumn
New York,2011-10-06,15.650506900516392,autumn
New York,2011-10-07,24.82857172688265,autumn
New York,2011-10-08,7.379726225664989,autumn
New York,2011-10-09,22.955844879077844,autumn
New York,2011-10-10,9.800288930958024,autumn
New York,2011-10-11,7.084506442779467,autumn
New York,2011-10-12,19.557864946682813,autumn
